Transaction Id,Anon Student Id,Session Id,Time,Time Zone,Duration (sec),Level (Assignment),Level (ProblemSet),Problem Name,Problem View,Problem Start Time,Step Name,Attempt At Step,Is Last Attempt,Input,correctness,answerType
583933c0b62bf41cc1d56e718b5d9220,Stu_080d68f459b1a4b5cb5d323f548da5a4,S9274a3e6ab1e48ccc369b06ccbcb629a,5/9/16 12:35,America/New_York,17.5,Show what you learned A,Assessment_A,5,1,5/9/16 12:27,responseA0001 UpdateTextArea,2,1,"I do not think this is correct because you need to convert 4/5 to 6/8 and add them together, not 2/8 and 4/5. The answer she should have gotten is 8/8.",0,p
f1b8514f24ddd4aadf3cac2777fc7466,Stu_08372962b0b90a7476084eb5b6c837c4,Scfd5cc904cf20b535cd5f099632e10d0,5/20/16 8:59,America/New_York,122,Show what you learned A,Assessment_A,5,1,5/20/16 8:55,responseA0001 UpdateTextArea,1,1,"Kia is wrong, beacause she convert the fractions so they have alike denominators before she added them. Since she did this wrong, 6/13 isn't the answer, the correct answer is 42/40 or 1 2/40 or 1 1/20.",1,p
b8e230f1b6988e30edb80fa54b9f59e8,Stu_08475646c66f575d12aa2b2f6f346ddd,Sd34960fb40527714812123540194b5e0,5/9/16 14:05,America/New_York,21,Show what you know A,Assessment_A,5,1,5/9/16 14:04,responseA0001 UpdateTextArea,1,1,she is wrong. you dont add the denomonators,1,p
ca68cbacbf8636727c95fff03d554385,Stu_084b2f0ca630f9f3a39aa2469bf2286e,S8de9b404abe0c8c4de205965de2d863b,2/18/16 11:02,America/New_York,37,Show what you learned A,Assessment_A,5,1,2/18/16 11:01,responseA0001 UpdateTextArea,1,1,She is wrong because she needs to convert her fractions because they have different denominators.,1,p
62cf9f65f7499e353f7de44624aadffc,Stu_08acbe47c4b4cc5c3e70e9da3be58ced,S96fcad3c5499f4bfed07b0af442c6340,5/16/16 10:37,America/New_York,57.5,Show what you know A,Assessment_A,5,1,5/16/16 10:35,responseA0001 UpdateTextArea,1,1,I think that she is not correct because Kia needs to make the fractions the same denominator instead of leavivng it the same.,1,p
e99fcfb68fe08ce242b37f70a7f0ad2a,Stu_08cbc32cc7c56b86980e27d1a98eb736,Sf9c8674f08b9390967dc51ba42fdbabb,2/8/16 13:29,America/New_York,44,Show what you know A,Assessment_A,5,1,2/8/16 13:29,responseA0001 UpdateTextArea,1,1,that thay are the same,0,n
abef0069087940ab1b2f784fa5622901,Stu_08f53d57694ff592b84ad1a31889dc03,S9ba5a54db6dfe9764dc3dfccfb1a240c,5/9/16 12:24,America/New_York,94.5,Show what you learned A,Assessment_A,5,1,5/9/16 12:20,responseA0001 UpdateTextArea,1,1,well 2/8 = 4/13 and 1/5 would equal 3 of them and 4/5 would equal 12/13 so it is wrong,0,p
a991ff55448c83513ea593f15c314008,Stu_091e125dc2cf7bc83f8993a693236f01,Sea9cb7a2d1e34b9ef0e442308f5849ee,2/18/16 11:06,America/New_York,24.5,Show what you learned A,Assessment_A,5,1,2/18/16 11:05,responseA0001 UpdateTextArea,2,1,rngnhgkjbgfdlikgfgfjtiortsetr;odw what are thoughs should of kept the reciet,0,n
de97def22c895d242db9f98c2cdde9bb,Stu_0963ba374068fed20a4989070159adc5,S0ff2ffd4f37c8afc8cc1f165fdb3eb13,5/2/16 9:52,America/New_York,163,Show what you know A,Assessment_A,5,1,5/2/16 9:47,responseA0001 UpdateTextArea,1,1,12/26 because if you add the numerators and denomonators you get the amswer.,0,p
236f14e8b7d777894e671f7a41731f51,Stu_09e33d8041092ba680cd1ac621a6f3d7,Sc993a44b7e83ac3c390c6b90028882ec,5/9/16 12:54,America/New_York,69.5,Show what you learned A,Assessment_A,5,1,5/9/16 12:52,responseA0001 UpdateTextArea,1,1,she needs to make the denominator common before adding,1,p
e3a8ac2f57b759b65e31307755388f6f,Stu_0a1b53c275ca376fbecbcbe887853016,S21f842b082ce3bd0d8941cf327903b1c,2/8/16 11:11,America/New_York,50.5,Show what you know A,Assessment_A,5,1,2/8/16 11:09,responseA0001 UpdateTextArea,1,1,she is correct because it shows how she got her awnsere and what she did,0,v
26598d96f1a57e0252eda0b463f610d7,Stu_0a8d6f22ac17d0954ecf78582027fe67,Se8b1dd39063c2c69e43ab0aa7551267c,2/18/16 13:29,America/New_York,90,Show what you learned A,Assessment_A,5,1,2/18/16 13:26,responseA0001 UpdateTextArea,1,1,I think she got the right answer becausse all  the fraction strips have what she showed . so she is right.,0,v
2a855d14c1d55a0fb0440386952e3bf9,Stu_0ae4b18431beb05f0e432a94a5f1bc1e,S960dde4afc4eb2532dad09bac01add7a,5/16/16 9:40,America/New_York,89.5,Show what you know A,Assessment_A,5,1,5/16/16 9:37,responseA0001 UpdateTextArea,1,1,"Kia didn't  make the fractions have the same denominator, Kia should have looked for the least common denominator and then added the two fractions",1,p
16fb62535be02b3aaf8b4621649fd7f3,Stu_0b158d98171bac29dcf2a592cd0b5c69,S441718d74f5522cc480b599ac9c7da32,2/8/16 11:19,America/New_York,188,Show what you know A,Assessment_A,5,1,2/8/16 11:12,responseA0001 UpdateTextArea,1,1,"No,you are not allowed to change the denominator you have to keep it the same. You would have to make the denominators the exact same number.",1,p
6fdf1ff7921be565bad1b86fbad2328c,Stu_0c4f89aa99357f60f39edb6e656106ea,S4cbdda1a121dfe651a30e0bee55eb63f,2/18/16 11:18,America/New_York,80.5,Show what you learned A,Assessment_A,5,1,2/18/16 11:15,responseA0001 UpdateTextArea,1,1,Kia added every thing including numerator and denominator,1,p
8a81f5bf51aa2a0d75b363799308fa52,Stu_0e27174450b5b4da2e2ffe7b2b68280e,S57c41a829346477205a3393a9a4a9835,5/16/16 9:48,America/New_York,276.5,Show what you know A,Assessment_A,5,1,5/16/16 9:39,responseA0001 UpdateTextArea,1,1,she is incorrect because she added the numerator and the denominator by 2/8 and 4/5,1,p
440e6625ac433da7faeb167fdabddb7f,Stu_0f1df4127d09c1b4fcbb116874390a36,S7c26859af5897af69f041fe41e90b82c,5/16/16 9:55,America/New_York,181.5,Show what you know A,Assessment_A,5,1,5/16/16 9:49,responseA0001 UpdateTextArea,1,1,I think she is rong because i got 1 2/40. kia added the bottem numbers instead of finding the commen denomonater,1,p
cbf894b22815f133e6075aea81326193,Stu_0f81e672bc36e266f82745b141e1e301,S544043407ca3d6454b234a42407f7dda,5/9/16 12:23,America/New_York,265,Show what you learned A,Assessment_A,5,1,5/9/16 12:18,responseA0001 UpdateTextArea,1,1,She is wrong because she added the denominators and she didn't find the least common denominator.,1,p
798b6d8a1ad27a8a7682060b89ba77e2,Stu_102b1e680c68541494020bfb5702e525,Sc08f647154cad7dab8b4375732d7f82e,5/2/16 12:24,America/New_York,45,Show what you know A,Assessment_A,5,1,5/2/16 12:23,responseA0001 UpdateTextArea,1,1,I think she is wrong because those added together are more than 1 whole,1,c
d7b2884cd363d0d9cad4e4de0e16e4a7,Stu_1058b4bfd9383f3929cdc88159f2bf84,S0eaf2b2d61a0c078672eebdcea553f3d,5/23/16 9:33,America/New_York,78,Show what you learned A,Assessment_A,5,1,5/23/16 9:31,responseA0001 UpdateTextArea,1,1,you can change you denoters to make them equanlt to eachother,1,p
e3dc6e584a69580d2dca57d77633ba0b,Stu_12220e9273310f886932d8f650704de5,S2e5a56c23c6bbd5d7466a65536f7b2d3,5/9/16 10:24,America/New_York,193,Show what you know A,Assessment_A,5,1,5/9/16 10:20,responseA0001 UpdateTextArea,1,1,Incorret,0,n
6f73121272a52f89289710f4e4ba242f,Stu_128e5f95f55eb11507d94dd28126596f,S1c5fc4700f4a31844f7e0eed55f9ae27,5/2/16 9:17,America/New_York,166,Show what you know A,Assessment_A,5,1,5/2/16 9:14,responseA0001 UpdateTextArea,1,1,"First, the denomonatores",0,n
16babe2a4c99d7eb764ad4b569698ddc,Stu_14d7d9a11fa8e5370aa6cf4310c80503,S57812781f155f663926ebfc015979b9f,5/6/16 11:11,America/New_York,25,Show what you learned A,Assessment_A,5,1,5/6/16 11:10,responseA0001 UpdateTextArea,1,1,I think that she is wrong...,0,n
0c45fa5d98b69120347354ce62d213fd,Stu_155c84721235eac1a74a2fb71f469ae7,S97bc280241034ab1acc7a8e5ec82b397,5/2/16 9:46,America/New_York,44.5,Show what you know A,Assessment_A,5,1,5/2/16 9:44,responseA0001 UpdateTextArea,1,1,She is correct because all 3 models represent their fraction correctly.,0,v
ca3d0363b0b2d3746d13b95a517ac2b6,Stu_156e218140fea79318c2009236b1e14d,Sbfa286ae1f102f08778e8bb50780e56e,5/16/16 9:49,America/New_York,146.5,Show what you know A,Assessment_A,5,1,5/16/16 9:40,responseA0001 UpdateTextArea,2,1,i think Kia answer is wrong because she did not make it a comman donatmater and just added accros.my answer is 34/40 because 2/8 and 4/5 have the same comman donamater of 40 so i then did 5 dived by 40 and got 8 then i did 4 times 8 and got 24 over 40 then on 2/8 i did8 dived by 40 and got 5 so i did 2 times to = 34 40,1,p
d1574ba24f0f38ddf63bcbb5213b7404,Stu_15a9aa0e1c926478957f6ad016f852f8,S4127b6b1fd16f64ce2091a094f103c1b,5/16/16 10:40,America/New_York,91,Show what you know A,Assessment_A,5,1,5/16/16 10:37,responseA0001 UpdateTextArea,1,1,"she is correct, because she showed a picture of she would get her answer and if she find the lcd or least common denominator, she will have to add and then she'll get her answe",0,u
a5f3ae99a43933eb125f9e65c2d88dab,Stu_168c1b76ae5adc31f185bd8e12f82832,S1a3048b493766be74091b48ffd39ea95,5/23/16 9:26,America/New_York,23.5,Show what you learned A,Assessment_A,5,1,5/23/16 9:25,responseA0001 UpdateTextArea,1,1,"No, because you cant add unlike denominators.",1,p
6e5e670880e48e2bb1b3d40dc416c75f,Stu_16c991354e522c00b2b60df2963801a3,S56b9127bf6687560e9ee137427a7dd6c,5/9/16 14:28,America/New_York,285.5,Show what you know A,Assessment_A,5,1,5/9/16 14:18,responseA0001 UpdateTextArea,1,1,the answer is 3 8s,0,p
422e04af0e9de8ec7c894a7332b07e93,Stu_16e6c74e10ccc32d6a1e2143c6d42fe9,S649d5865cb165981f8c5b6198f181da3,5/9/16 10:27,America/New_York,103,Show what you know A,Assessment_A,5,1,5/9/16 10:23,responseA0001 UpdateTextArea,2,1,"I think the answer is 1 and 1/20 because the lowest common denominator is 40, so 2/8= 10/40 and 4/5=32/40 and 10/40+32/40= 42/40 which then simplifies to 1 and 2/40 which then simplifies to 1 and 1/20.",1,p
39d9b4dc35a724a8f1b71b65e4f5af95,Stu_1747e0831c21e019e1a0acb16cc4193f,S29ae3b82e063a0e310718e4715df9e8b,5/2/16 12:29,America/New_York,92,Show what you know A,Assessment_A,5,1,5/2/16 12:26,responseA0001 UpdateTextArea,1,1,i think she is wrong because the answer is less than the 4/5 and when you add you do not take away you add both of the numbers to get the highest number the total,1,c
8c78d0133181e03714d7f028ec8afeb7,Stu_17c59f144151a64e46fdd0bd3ac62197,S6c7a3d903f56bef488b959c6ed53a320,2/8/16 13:42,America/New_York,247.5,Show what you know A,Assessment_A,5,1,2/8/16 13:33,responseA0001 UpdateTextArea,1,1,"No,because they all have to have the same denominater to add them and they dont.If she did two-eighths plus four-fifths it would not equal six-thertenths because they dont have a common denominater i think it would be two-eighths plus four-fifths equal si",1,p
045c0b76518a707f5c394524a162b783,Stu_1819b8dae4156c1d5b4936e063dc7986,S26b65dcaf0e4b0240ff0b51a504e1cfe,3/1/16 13:34,America/New_York,58,Show what you learned A,Assessment_A,5,1,3/1/16 13:32,responseA0001 UpdateTextArea,1,1,seinse 2\8 is is one fith then that makes it a whole,0,p
66d4a5814178dfbcde7075e8ec76b8b8,Stu_1a2532efec017fd2ab5e1ec6d233a031,Sbcb1c0f3810729c33bff0f0f1f48dd4c,5/16/16 9:48,America/New_York,65,Show what you know A,Assessment_A,5,1,5/16/16 9:46,responseA0001 UpdateTextArea,1,1,no it would be sixth sevenths,0,p
d89fe949d3a5b7719b1d95fe181dd45c,Stu_1a775db900c9348449434b59dd4aed78,S14680e36ec4e642e87cd3ec22864939b,5/2/16 12:38,America/New_York,183.5,Show what you know A,Assessment_A,5,1,5/2/16 12:32,responseA0001 UpdateTextArea,1,1,I do not think think the answer is 6/13 because first you need to get a common denominator which would be 40.Then multipli the numerator by how much you multiplied the denominater for the denominater to be 40. You should get 10/40 =2/8 and 32/40=4/5. Add them together and get 42/40 or 1 2/40,1,p
d9bf80d79b7b92f09d1acb42f4a1c29b,Stu_1a969ef00c2a47916f56c0efc388744d,S3b3da4fc05717fa394827b1d6546f9fb,3/1/16 14:21,America/New_York,75,Show what you learned A,Assessment_A,5,1,3/1/16 14:20,responseA0001 UpdateTextArea,1,1,you need to  make a denominator out of8or 5,0,p
142a4e99dd73b0ed6d6063200430a5dc,Stu_1dee969d9344b3bf22159f3961a151ec,S118316f8b06d48e9dda503ca19d55136,3/1/16 14:20,America/New_York,64,Show what you learned A,Assessment_A,5,1,3/1/16 14:19,responseA0001 UpdateTextArea,1,1,you never add the denomunator and you did,1,p
8d1f71fe65ef429c6e1b5f1a66e6b417,Stu_1e062f1325117a2b93a7384dea154ba7,S7dd852a595831f6083d7a9b03f6cfe40,5/13/16 13:03,America/New_York,39,Show what you learned A,Assessment_A,5,1,5/13/16 13:01,responseA0001 UpdateTextArea,1,1,That is not right because adding fractions isn't as easy as that,0,n
b3585f5f61e190f45d0d91d8fcaa25a7,Stu_1e0661ccdf40081c8f7b54e8043fea83,S6005151e80f735ed7274ef6ff91e0424,5/6/16 9:59,America/New_York,91,Show what you learned A,Assessment_A,5,1,5/6/16 9:57,responseA0001 UpdateTextArea,1,1,you should not add the denominotors because they are suppporeded to have like denominotors,1,p
3886c5f3ee768e7d6d3bc45f8a00b50a,Stu_204fc058708bd3b6ca47c8f9fea4738c,Se32e124227cdb96011675091160490bb,5/23/16 11:21,America/New_York,40.5,Show what you learned A,Assessment_A,5,1,5/23/16 11:19,responseA0001 UpdateTextArea,1,1,she is correct because she adds 2+4 and 8+5 which is 6 and 13,0,p
efbd382a3638f66d71f0119f9be82cc0,Stu_20697612f3e649e319bb3e4c2cd5bb1d,S8c0a2c36df7728d64a4c46303d7cc20c,2/19/16 10:39,America/New_York,122.5,Show what you know A,Assessment_A,5,1,2/19/16 10:35,responseA0001 UpdateTextArea,1,1,Yes because 2+4=6,0,p
1d80f4a8b04912a1a3cb78c9c4c393c1,Stu_22184ef8d9973eaf185d5a7336deae9a,S242259507ad4f438c4ba750c9bcd4902,5/20/16 9:01,America/New_York,52.5,Show what you learned A,Assessment_A,5,1,5/20/16 8:59,responseA0001 UpdateTextArea,1,1,If I were her I would find the lcd before I try and find my answer because it would be easier.,1,p
163068e2d26a97993acdebc6f489647c,Stu_227e393172a5288e878e8a21c4df7290,S04a27f0eec4a1dec11d09db07f76ea62,5/20/16 9:06,America/New_York,143,Show what you learned A,Assessment_A,5,1,5/20/16 9:01,responseA0001 UpdateTextArea,1,1,"I think this is wrong becuase kia added the denominators wich would make the prblem wrong.  This would effect the answer to this problem becuase you have to find a common denominator, and add the numerators together.  Then if you find the commmon denominator you have to change the numerator too.",1,p
0882b0ca4a3069b02493743a835dccbd,Stu_2355c6c536b4bf10daf5834097c42884,S690b7a516609b6bbc9b9fe73725850c5,2/18/16 13:24,America/New_York,134.5,Show what you learned A,Assessment_A,5,1,2/18/16 13:19,responseA0001 UpdateTextArea,1,1,She is wrong because she added the numerators of both fractions and the denominators she added too but you have to have alike denominators to add only the numerators and the denominator stays the same.,1,p
dcb3f57dcddf4c39863ac6b0acbb8fc2,Stu_238e7de413989539d9d4010ddef670ba,S90cae84110872d2d8c34985ab74727b6,5/20/16 8:58,America/New_York,27.5,Show what you learned A,Assessment_A,5,1,5/20/16 8:58,responseA0001 UpdateTextArea,1,1,That is wrong because she added the denominators but you had to look for the LCD,1,p
c4e8285b67839d4ac06eb04f9ad43be1,Stu_23db205bde0e2f7134ae969cb4a00c58,S340adf2f54d585e5f338267d8e4a4672,5/16/16 9:46,America/New_York,173,Show what you know A,Assessment_A,5,1,5/16/16 9:43,responseA0001 UpdateTextArea,1,0,She is wrong because you do not add the eieght and five denomanators.,1,p
1b14266c2fdbef789fbcaa740d2333ab,Stu_24c8a92591c419132a368bf3e5087291,Sc6b7b49276f0a7e9a3656a6cdaa07f1b,2/18/16 11:13,America/New_York,127.5,Show what you learned A,Assessment_A,5,2,2/18/16 11:08,responseA0001 UpdateTextArea,1,1,you should give more info,0,n
508e7734365b417fb19859c148a655db,Stu_251330159d101e08d9c31e787160b422,S422b7b32667af7100025f2401ea19aa8,5/23/16 9:06,America/New_York,49.5,Show what you learned A,Assessment_A,5,1,5/23/16 9:02,responseA0001 UpdateTextArea,2,1,I think that her picture is incorrect because she didn't use common denomanotor. she has to make the denomanotors the same. Not add them together. It should be 10/40+32/40=1 2/40,1,p
0a71fbca3a77ecc08aae830aa6df2746,Stu_25206bbc9850e8d80651ae1eaf5ee977,S3bfa1dcb031bbcea645df49e2b4f6ed8,5/6/16 10:10,America/New_York,119,Show what you learned A,Assessment_A,5,1,5/6/16 10:08,responseA0001 UpdateTextArea,1,1,That it is showing how to write fractions in this form,0,n
ac1cfa1d22096b25289ce946ee4a8bd5,Stu_265241f35975b512ac90cc0e8d1c1156,S9742deceb861bbeb53e9982e1b807f7e,2/19/16 13:39,America/New_York,136.5,Show what you know A,Assessment_A,5,1,2/19/16 13:35,responseA0001 UpdateTextArea,1,1,she is wrong because you can not add the dinomators because then you will get the wrong answer and you can add the numorator but not the dimnator,1,p
cb126ba9ca28ecdbd6ebbd556a6d2a82,Stu_268cd9cb7ce2ac79ae5172f882161020,S45db05c51568c90ad4d0d6ae3d156713,5/9/16 14:24,America/New_York,146,Show what you know A,Assessment_A,5,1,5/9/16 14:19,responseA0001 UpdateTextArea,1,1,Kia is incorrect because she added the denomenators and the numerators. When adding fractons you do not add the denomator or you will get an incorrect answer.She also did not show this correctly in her picture. She deminstated what she did wroung in her picture. Therefore Kia is incorrect.,1,p
b6487fa98a325c3d228a64d12140ff44,Stu_281845340ed7676a6e5fac6d9eb36a63,S8302c7f225010f0093c85f5273c20383,2/8/16 11:19,America/New_York,155.5,Show what you know A,Assessment_A,5,1,2/8/16 11:13,responseA0001 UpdateTextArea,1,1,she has the right answer because she sowed that 2/8 + 4/5=6/13 and i made sower she did it right to .,0,p
10e597c53e2dc229423b991319a2de63,Stu_28373702f991046603091020893f724e,S2161a2ad5f22b9fb332a568e22619ea6,5/20/16 9:08,America/New_York,134.5,Show what you learned A,Assessment_A,5,1,5/20/16 9:04,responseA0001 UpdateTextArea,1,1,2/8+ 4/5=6/13 i know this because in the first box it has 8 boxse and the second box it has 5 boxes in the last box it has 13 boxes.,0,v
657ba597dd8e20382eccfba01b8d846b,Stu_299dc91621e7717b8165c3e78b92a150,Sa39e94e02d4f9b3d1443dd97a0904cac,5/2/16 12:36,America/New_York,.,Show what you know A,Assessment_A,5,1,5/2/16 12:22,responseA0001 UpdateTextArea,2,1,"Kia made the mistake of adding the denominators together.  When you do a fraction addition problem, you must find a denominator which both fractions have- a common denominator.  A common denominator of 2/8 and 4/5 is 40, since 8 x 5 = 40 and 5 x 8 = 40.  Then you must convert the numerators into the a fraction with a denominator of 40, also.  To do this, you must multiply the numerator by the number that you multipllied the denominator by to get the common denominator.  Since we used the expression 8 x 5, our 2 must be multiplied by 5.  2 x 5 = 10, so our new fraction is 10/40.  Then we must convert 4/5 into a fraction with 40 as the denominator.  Since we multiplied 5 by 8, we must do the same with the 4.  4 x 8 = 32, so our new fraction equivalent to 4/5 is 32/40.  Then we can add them together- but we cannot change the denominators, just the numerators.  10/40 + 32/40 = 42/40, or 21/20.  So, 2/8 + 4/5 = 42/40, or 21/20.",1,p
b5fd8b57287333f3dbc64dd11dc361d2,Stu_2aff9abc8e366977a7cae95f763db852,S219c5e3d9c5820410aafac066591e1e8,5/2/16 12:27,America/New_York,74,Show what you know A,Assessment_A,5,1,5/2/16 12:25,responseA0001 UpdateTextArea,1,1,I think she is wrong because you can't add two denomonators that don't go into each other evenly.,1,p
866b75583e1d1406bd123416494016e8,Stu_2b00c52fc7ad22e723eccc1d85be8afe,Sadc9d9307bcacc16ab0b282e5c8ef7de,3/1/16 14:18,America/New_York,50,Show what you learned A,Assessment_A,5,1,3/1/16 14:17,responseA0001 UpdateTextArea,1,1,she is wrong the real answer is 6/8,0,p
50d1d8cdc494e9072ad8c0ed33f5a1af,Stu_2c8f9b0bb87457060cc12fc182d33803,S78cd2d92d3025fd7ed10ea23fc3ea8a2,5/9/16 9:37,America/New_York,204,Show what you know A,Assessment_A,5,1,5/9/16 9:33,responseA0001 UpdateTextArea,1,1,2/8 + 4/5= 6/13,0,p
b0de1cfa51986e641fb51125ffe4eccf,Stu_2cd8dda1beb68fc0fcdb29e1c862a308,S5d514eb3e7d55c281e6fa4cf24533bad,5/23/16 9:09,America/New_York,38,Show what you learned A,Assessment_A,5,1,5/23/16 9:07,responseA0001 UpdateTextArea,1,1,This is not true because the dinominater is not the same.,1,p
78bc05cad4acfbf531a3b0c957970d6d,Stu_2cf3faa2c8165efef2135ee9b195d022,S60b2923ff8003109ef3ae8cc98d0f4b1,3/1/16 10:22,America/New_York,38.5,Show what you learned A,Assessment_A,5,1,3/1/16 10:20,responseA0001 UpdateTextArea,1,1,I do not think Kia is correct. I think this because she added the numarators and denomanators.,1,p
6c9c6ac7d4d4cdc4ab5c1b320134cf93,Stu_2d90aecbc843fc7c3eb365949ed5f00c,Sb6a0448eb699b55e564a4b0122cea338,5/9/16 13:12,America/New_York,19.5,Show what you know A,Assessment_A,5,1,5/9/16 13:11,responseA0001 UpdateTextArea,1,1,she is wrong beacuse you dont add the denomonators.,1,p
8336b68785f4256bd42035fde04afdcc,Stu_2de7d6a75d744761e02a68979dcb87c4,S063541ecde3bec14b50b6864e6e2ab09,5/13/16 9:14,America/New_York,108,Show what you learned A,Assessment_A,5,1,5/13/16 9:11,responseA0001 UpdateTextArea,1,1,"She is wrong because if you added them with the least common denominator it would be more than 1, so the ending answer would not be correct.",1,c
8550e46d6a28161d2f90f85b4a3cd40e,Stu_2ee46ed9cb3dc4c2d8b0fc1f8c9a1773,Sc8dc3670bbe993463ad3c5e1afc5c45a,5/13/16 9:17,America/New_York,45,Show what you learned A,Assessment_A,5,1,5/13/16 9:15,responseA0001 UpdateTextArea,1,1,I think that Kia is wrong because she added th e denominators.,1,p
f1c5d2471e65ec3f3e6641a425e74c9c,Stu_2fe4b1f1ae7ea559fd199d932e912a65,S4df5164cca89f0376c721cc5d2dfe644,2/8/16 13:46,America/New_York,52,Show what you know A,Assessment_A,5,1,2/8/16 13:44,responseA0001 UpdateTextArea,1,1,"Yes. This is because 2+4=6, and 5+8=13.",0,p
c47681ffe190ca3ddbe11e478bd9a8a0,Stu_31108e7daf0af42dcff7d85e4a11c7b8,S81352a76492da0262f45b180e3262788,5/9/16 13:14,America/New_York,63,Show what you know A,Assessment_A,5,1,5/9/16 13:12,responseA0001 UpdateTextArea,1,1,i think that is not a way you would show how the addition problem would be solved because that is not how you would figure out the problem,0,u
df52ef468f485a358954cc010dbc1c97,Stu_322db60326d72ef84001a42d8f293b4b,Se6828b5ba9a98b4bc9990f16b2a04aea,5/20/16 8:55,America/New_York,16,Show what you learned A,Assessment_A,5,1,5/20/16 8:55,responseA0001 UpdateTextArea,1,1,"hi, you should check your work",0,n
3f3107cbc58d003597a4d076c700cc09,Stu_332ecb5e1609d4149152eac4878a6eb4,S051625a605ebbb64ed82e14548645e73,5/13/16 10:16,America/New_York,64.5,Show what you learned A,Assessment_A,5,1,5/13/16 10:13,responseA0001 UpdateTextArea,1,1,she is wronge because you don't add the denominaiors,1,p
a891dd638c4a09372591e668fe5ff6c1,Stu_33d9d25703dc78c24a956363bf2beba9,S5c64fd18e9e4328f4ba100eca5d307b3,3/1/16 13:23,America/New_York,61.5,Show what you learned A,Assessment_A,5,1,3/1/16 13:21,responseA0001 UpdateTextArea,1,1,no because you have to have the same denmomator for the fraction  to make senes.,1,p
